reached,goal_distance,distance_traveled,steps,alpha,gamma
True,5,14,14,0.25,0.25
True,4,10,10,0.25,0.25
True,9,14,14,0.25,0.25
True,4,6,6,0.25,0.25
True,6,9,9,0.25,0.25
True,8,12,12,0.25,0.25
True,4,8,8,0.25,0.25
True,5,8,8,0.25,0.25
True,5,9,9,0.25,0.25
True,4,12,12,0.25,0.25
True,10,20,20,0.25,0.25
True,7,10,10,0.25,0.25
True,7,12,12,0.25,0.25
True,8,7,7,0.25,0.25
True,7,13,13,0.25,0.25
True,6,8,8,0.25,0.25
True,5,6,6,0.25,0.25
True,6,9,9,0.25,0.25
True,6,10,10,0.25,0.25
True,9,17,17,0.25,0.25
True,7,6,6,0.25,0.25
True,5,9,9,0.25,0.25
True,7,12,12,0.25,0.25
True,6,14,14,0.25,0.25
True,5,9,9,0.25,0.25
True,7,15,15,0.25,0.25
True,6,3,3,0.25,0.25
True,6,12,12,0.25,0.25
True,8,12,12,0.25,0.25
True,6,17,17,0.25,0.25
True,4,6,6,0.25,0.25
True,4,7,7,0.25,0.25
True,5,4,4,0.25,0.25
True,10,27,27,0.25,0.25
True,7,13,13,0.25,0.25
True,6,16,16,0.25,0.25
True,6,13,13,0.25,0.25
True,8,17,17,0.25,0.25
True,5,10,10,0.25,0.25
True,4,10,10,0.25,0.25
True,9,16,16,0.25,0.25
True,8,8,8,0.25,0.25
True,6,7,7,0.25,0.25
True,4,10,10,0.25,0.25
True,4,8,8,0.25,0.25
True,7,17,17,0.25,0.25
True,8,11,11,0.25,0.25
True,5,9,9,0.25,0.25
True,6,6,6,0.25,0.25
True,9,17,17,0.25,0.25
True,5,3,3,0.25,0.25
True,5,12,12,0.25,0.25
True,5,12,12,0.25,0.25
True,7,17,17,0.25,0.25
True,5,25,25,0.25,0.25
True,6,8,8,0.25,0.25
True,5,7,7,0.25,0.25
True,7,12,12,0.25,0.25
True,6,9,9,0.25,0.25
True,6,13,13,0.25,0.25
True,6,10,10,0.25,0.25
True,5,7,7,0.25,0.25
True,6,16,16,0.25,0.25
True,6,15,15,0.25,0.25
True,6,17,17,0.25,0.25
True,5,7,7,0.25,0.25
True,8,18,18,0.25,0.25
True,9,24,24,0.25,0.25
True,7,16,16,0.25,0.25
True,7,16,16,0.25,0.25
True,5,12,12,0.25,0.25
True,4,6,6,0.25,0.25
True,5,12,12,0.25,0.25
True,5,13,13,0.25,0.25
True,7,10,10,0.25,0.25
True,4,8,8,0.25,0.25
True,6,5,5,0.25,0.25
True,4,9,9,0.25,0.25
True,6,6,6,0.25,0.25
True,12,29,29,0.25,0.25
True,7,12,12,0.25,0.25
True,9,14,14,0.25,0.25
True,7,9,9,0.25,0.25
True,4,4,4,0.25,0.25
True,4,10,10,0.25,0.25
True,4,10,10,0.25,0.25
True,4,5,5,0.25,0.25
True,5,10,10,0.25,0.25
True,4,6,6,0.25,0.25
True,7,17,17,0.25,0.25
True,4,5,5,0.25,0.25
True,7,13,13,0.25,0.25
True,8,15,15,0.25,0.25
True,9,8,8,0.25,0.25
True,7,14,14,0.25,0.25
True,4,11,11,0.25,0.25
True,7,14,14,0.25,0.25
True,5,9,9,0.25,0.25
True,5,12,12,0.25,0.25
True,5,8,8,0.25,0.25
True,4,6,6,0.25,0.25
True,4,11,11,0.25,0.25
True,4,5,5,0.25,0.25
True,6,13,13,0.25,0.25
True,4,5,5,0.25,0.25
True,4,5,5,0.25,0.25
True,7,15,15,0.25,0.25
True,8,12,12,0.25,0.25
True,5,9,9,0.25,0.25
True,4,6,6,0.25,0.25
True,4,8,8,0.25,0.25
True,5,6,6,0.25,0.25
True,9,13,13,0.25,0.25
True,8,20,20,0.25,0.25
True,9,15,15,0.25,0.25
True,5,13,13,0.25,0.25
True,5,13,13,0.25,0.25
True,9,28,28,0.25,0.25
True,6,8,8,0.25,0.25
True,7,10,10,0.25,0.25
True,8,18,18,0.25,0.25
True,5,5,5,0.25,0.25
True,7,8,8,0.25,0.25
True,5,6,6,0.25,0.25
True,4,3,3,0.25,0.25
True,6,11,11,0.25,0.25
True,7,16,16,0.25,0.25
True,8,18,18,0.25,0.25
True,5,6,6,0.25,0.25
